,Referencia,Descripcion,Familia Padre,Familia,Subfamilia,Stock Fisico,Stock Operativo,Stock Comercial,Mar,Puerto,Despachado
2977,5131,"Aspirador vertical Conga ThunderBrush 890 Immortal Battery 29,6 V (Color azul)",Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales cable,19,19,19,0,0,0
2978,7459,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 135x200cm.Multicapa,Descanso,Descanso,Descanso,7,1,1,0,0,14
2979,4261,Báscula de baño  Surface Precision 10400 Smart Healthy Vision Garnet,Cuidado personal,Básculas,Básculas de baño con APP,3406,3406,3406,0,0,0
2980,4400,Secador brushless Bamba IoniCare RockStar Ion Touch,Cuidado personal,Secadores de pelo,Secadores de pelo BLDC,1394,1394,1394,0,0,0
2982,5465,Aspirador digital Conga Rockstar 300 X-Treme ErgoWet,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,24,23,23,0,0,0
2983,4170,Batidora amasadora Twist&Fusion 4000 Luxury Red,PAE Cocina,Batidoras,Batidoras amasadoras,748,748,748,0,0,0
2984,4319,Pack de cabezales para Bamba PinkyCare 700 Perfect Nails (Consumible),Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,303,303,303,0,0,0
2985,5031,Aspirador vertical digital Conga RockStar 1200 Ultimate ErgoFlex,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,2,2,2,0,0,0
2986,5740,Robot aspirador Conga 5290 Ultra T,Aspiración y Limpieza,Robots,Robots aspiradores,1,1,1,0,0,0
2988,7457,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 105x200cm.Multicapa,Descanso,Descanso,Descanso,10,2,2,0,0,14
2991,5962,Ventilador de techo EnergySilence Aero 4800 Style DC Inox,Cuidado del aire,Ventilación,Ventiladores de techo,1,1,1,0,0,0
2992,3177,Raclette Cheese&Grill 12000 Inox MixGrill,PAE Cocina,Fun Cooking,Raclettes,7,7,7,0,0,0
2995,2568,TV Cecotec V1+ series VQU11055+,Gama Marrón,Televisores,Televisores QLED,337,325,325,0,0,0
2997,5165,Consumibles para congas serie 950,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1398,1398,1398,0,0,0
3001,1608,Cafetera moka Cumbia Mimoka 300 Garnet,PAE Cocina,Cafeteras,Cafeteras italianas,34,34,34,0,0,0
3002,4239,Secador Bamba IoniCare 5250 EasyCollect Pro,Cuidado personal,Secadores de pelo,Secadores de pelo DC,5,-19,-19,0,0,0
3004,5970,EnergySilence 7050 SkyLine Control,Cuidado del aire,Ventilación,Ventiladores de torre,10,10,10,0,0,0
3005,5642,Difusor de aroma PureAroma 550 Connected Sand,Cuidado del aire,Tratamiento del aire,Humidificadores,1,1,1,0,0,0
3008,2208,Horno de sobremesa Bake&Toast 690 Gyro,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,6,6,6,0,0,0
3010,8015,Placa de inducción Full Crystal Diamond (Color Blanco),Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2,2,2,0,0,0
3012,1023,Set 6 cuchillos swiss blanco,Menaje,Cuchillos,Cuchillos,4490,4490,4490,0,0,0
3013,5495,Aspirador escoba digital Conga RockStar 200 Elite,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,53,53,53,0,0,0
3014,4250,Báscula de baño Surface Precision EcoPower 10000 Healthy White,Cuidado personal,Básculas,Básculas de baño sin APP,2550,2537,2537,0,0,0
3015,6019,Sillon de masaje compact camel,Descanso,Descanso,Descanso,241,241,241,0,0,0
3016,5325,Radiador de cuarzo digital Ready Warm 7200 Quartz Rotate Smart,Cuidado del aire,Calefacción,Calefactores halógenos de suelo,37,37,37,0,0,0
3017,1605,Cafetera moka Cumbia Mimoka 600 Blue,PAE Cocina,Cafeteras,Cafeteras italianas,25,25,25,0,0,0
3018,4266,Freidora dietética Cecofry Deluxe Rapid Sun,PAE Cocina,Freidoras,Freidoras sin aceite,2,2,2,0,0,0
3019,2617,TV V1+ series VQU11070+,Gama Marrón,Televisores,Televisores QLED,18,18,18,0,0,0
3020,4289,Cepillo alisador Bamba InstantCare 1100 Smooth Brush,Cuidado personal,Cepillos,Cepillos alisadores,3243,3243,3243,0,0,324
3021,4324,Batidora de varillas PowerTwist,PAE Cocina,Batidoras,Batidoras de varillas,361,361,361,0,0,0
3024,4297,Secador Bamba IoniCare 6000 Rockstar Soft pro,Cuidado personal,Secadores de pelo,Secadores de pelo BLDC,1867,1867,1867,0,0,0
3025,4744,Plancha de pelo Bamba Ritualcare 900 Max (Exclusivo Consum),Cuidado personal,Robots,Sandwicheras,2208,0,2208,0,0,10890
3026,4741,Trimmer Bamba PrecisionCare 5in1 (Exclusivo Consum),Cuidado personal,Robots,Yogurteras,12935,0,12935,0,0,0
3027,4747,Multrigrooming Bamba PrecisionCare Trimmer (Exclusivo Consum),Cuidado personal,Robots,Yogurteras,14010,0,14010,0,0,0
3028,4742,Báscula de baño Surface Precision Smart Healthy (Exclusivo Consum),Cuidado personal,Robots,Vaporetas de trineo,13554,0,13554,0,0,0
3029,4225,Secador brushless Bamba IoniCare 6000 Rockstar Vision,Cuidado personal,Secadores de pelo,Secadores de pelo BLDC,278,277,277,0,0,0
3030,4255,Báscula de baño Surface Precision EcoPower 10200 Smart Healthy Black,Cuidado personal,Básculas,Básculas de baño con APP,2546,2546,2546,0,0,0
3031,4740,Soplete de cocina Polka Flame-Cook Steel (Exclusivo consum),PAE Cocina,,,13012,0,13012,0,0,0
3032,2224,Horno de sobremesa Bake&Toast 1000 Black,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,5,5,5,0,0,0
3034,4752,Cafetera espresso Power Espresso (Exclusivo Consum),PAE Cocina,Lavavajillas,Robots aspiradores,6810,0,6810,0,0,0
3036,4750,Freidora dietética Cecofry Full Inox Pro (Exclusivo Consum),PAE Cocina,Lavavajillas,Aspiradores verticales batería,12254,0,12254,0,0,0
3037,4751,Horno de sobremesa Bake&Toast White (Exclusivo Consum),PAE Cocina,Lavavajillas,Jarras purificadoras,4818,0,4818,0,0,1644
3039,8605,Robot aspirador Conga 2299 Inertial Connected,Aspiración y Limpieza,Aspiradores verticales,Cafeteras superautomáticas,2076,0,2076,0,0,0
3040,4743,Secador de viaje Bamba IoniCare TravelWhite (Exclusivo Consum),Cuidado personal,Robots,Robots multifunción,18240,132,18240,0,0,0
3041,4753,Exprimidor eléctrico ZitrusEasy (Exclusivo Consum),PAE Cocina,Lavavajillas,Fregonas eléctricas BLDC,24228,0,24228,0,0,0
3042,4746,Cepillo alisador Bamba InstantCare Smooth Brush (Exclusivo Consum),Cuidado personal,Robots,Tostadores planos,16368,0,16368,0,0,0
3043,3967,Batidoras de mano Katana 12 Jar S,PAE Cocina,Batidoras,Batidoras de mano,1546,1546,1546,0,0,0
3044,4749,Depiladora de arranque SkinCare Depil-Action & Go (Exclusivo Consum),Cuidado personal,Robots,Planchas horizontales con bomba,14150,0,14150,0,0,0
3045,4754,Palomitero Fun&Taste Pop Corn (Exclusivo Consum),PAE Cocina,Lavavajillas,Aspiradores trineo sin bolsa,5700,0,12003,0,0,0
3046,4755,Gofrera Fun Gofrestone (Exclusivo Consum),PAE Cocina,Lavavajillas,Microondas sin plato,9920,0,9920,0,0,0
3047,5662,Base de autovaciado Conga Collect 2000,Aspiración y Limpieza,Robots,Robots aspiradores,36,34,34,0,0,0
3048,4158,Batidora de vaso Power Black Titanium 1200 Inox,PAE Cocina,Batidoras,Batidoras de vaso,6,5,5,0,0,0
3049,4122,Batidora de varillas PowerTwist 500 Steel,PAE Cocina,Batidoras,Batidoras de varillas,1976,1976,1976,0,0,0
3050,1557,Cafetera Semi-Automática Power Instant-Ccino 20 Touch Serie Bianca,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2028,1943,1943,0,0,0
3051,5995,Ventilador de techo EnergySilence Aero 4250 Fresh,Cuidado del aire,Ventilación,Ventiladores de techo,4,-6,-6,0,0,0
3052,4233,Rizador automático SurfCare 850 Magic Waves Vision,Cuidado personal,Rizadores de pelo,Rizadores de pelo automáticos batería,954,954,954,0,0,0
3053,4243,Lima de pies Bamba SkinCare Pure,Cuidado personal,Cuidado de pies y manos,Pedicura,1,-26,-26,0,0,0
3055,1398,Microondas sin plato GrandHeat 2000 Flatbed Steel,PAE Cocina,Microondas,Microondas sin plato,501,501,501,0,0,0
3057,2676,Frigorifico Bolero CoolMarket 2D 211 White,GAE,Frigoríficos,Frigoríficos retro,348,334,334,0,0,0
3059,1391,Microondas encastrable GrandHeat 2500 Built-In Steel Black,PAE Cocina,Microondas,Microondas encastrables con plato,39,39,39,0,0,0
3060,3969,Batidoras de mano Katana 15 Jar G,PAE Cocina,Batidoras,Batidoras de mano,493,492,492,0,0,0
3061,5871,Robot limpiacristales Windroid 880 SprayWater Connected T,Aspiración y Limpieza,Robots,Robots limpiacristales,2798,2797,2797,0,0,0
3062,7947,Colchón Flow PureVital 3900 120x190,Descanso,Descanso,Descanso,3,3,3,0,0,9
3063,7013,Bicicleta extreme 25 KG,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,960,954,954,0,0,0
3065,3962,Batidoras de mano Katana 15 Smash B,PAE Cocina,Batidoras,Batidoras de mano,1287,1287,1287,0,0,0
3067,2627,TV LED A3 series ALH30075S,Gama Marrón,Televisores,Televisores LED,240,240,240,0,0,77
3068,4092,Exprimidor Zitrus 160 Vita Black,PAE Cocina,Exprimidores,Exprimidores eléctricos,17,11,11,0,0,0
3069,3627,TV QLED V3+ series VQU30098+S,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,4,4,4,0,0,54
3070,5517,Plancha vertical Fast&Furious 4020 Force,Cuidado de la ropa,Planchas,Planchas verticales,618,431,431,0,0,0
3071,7344,Casco BrainGuard Urban Black S-M,Movilidad,,,496,495,495,0,0,0
3073,5953,Ventilador nebulizador EnergySilence 690 Freshessence,Cuidado del aire,Ventilación,Ventiladores nebulizadores,16,16,16,0,0,0
3075,5835,Ventilador de techo EnergySilence Aero 4850 Style White,Cuidado del aire,Ventilación,Ventiladores de techo,193,139,139,0,0,600
3076,1388,Microondas encastrable GrandHeat 2350 Built-In White,PAE Cocina,Microondas,Microondas encastrables con plato,7,7,7,0,0,0
3077,2714,Vinoteca Bolero GrandSommelier 1230 CoolWood Compressor,GAE,Vinotecas,Vinotecas,262,262,262,0,0,0
3080,3077,Freidora CleanFry 3000 ProFilter,PAE Cocina,Freidoras,Freidoras con aceite,953,953,953,0,0,0
3082,2387,Frigorifico Bolero CoolMarket SBS 559 dark,GAE,Frigoríficos,Frigoríficos americanos,6,6,6,0,0,0
3252,7119,Cinta de andar Runfit Step - Red series X,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,18,18,18,0,0,0
3267,7333,Patinete eléctrico Bongo Serie S+ Max Unlimited X,Movilidad,Patinetes eléctricos,Patinetes eléctricos,96,96,96,0,0,0
3268,7332,Patinete eléctrico Bongo Serie S+ Max Infinity X,Movilidad,Patinetes eléctricos,Patinetes eléctricos,24,24,24,0,0,0
3269,7164,Bicicleta spinning UltraFlex 25 X,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,6,6,6,0,0,0
3278,1668,Cafetera italiana Cumbia Moklassic 900 Black,PAE Cocina,Cafeteras,Cafeteras italianas,2076,2076,2076,0,0,0
3279,1669,Cafetera italiana Cumbia Moklassic 1200 Black,PAE Cocina,Cafeteras,Cafeteras italianas,2111,2111,2111,0,0,0
3280,4946,Conga 7490 Immortal Home 6 Pack,,,,945,450,450,0,0,0
3286,2391,Frigorifico Bolero CoolMarket Combi 495 inox,GAE,Frigoríficos,Frigoríficos combi,1,1,1,0,0,0
3292,7299,Patinete eléctrico Bongo Serie Y45,Cuidado del aire,,Raclettes,434,434,434,0,0,450
3294,5390,Radiador de aceite ReadyWarm 9000 Touch Connected Black,Cuidado del aire,Calefacción,Radiadores de aceite,1,1,1,0,0,0
3302,2214,Horno De Convección Bake''''''''''''''''N Toast 610 4Pizza,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,1,1,1,0,0,0
3306,5557,Aspirador de trineo Conga PopStar 3000 X-Treme Animal Pro,Aspiración y Limpieza,Aspiradores trineo,Aspiradores trineo sin bolsa,1,-3,-3,0,0,0
3308,2317,Lavadora Bolero DressCode 7200 Inverter,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1,1,1,0,0,0
3309,2372,"	Frigorifico Bolero CoolMarket 4D 454 Inox",GAE,Frigoríficos,Frigoríficos 4 puertas,1,1,1,0,0,0
3311,5383,Radiador de aceite ReadyWarm 9000 Touch,Cuidado del aire,Calefacción,Radiadores de aceite,3,3,3,0,0,0
3324,1027,Cocotte 24 cm Escarlata,Menaje,Sartenes y Ollas,Ollas y cazos,11,11,11,0,0,0
3332,5423,Robot aspirador Conga 4090 (nombre provisional),Aspiración y Limpieza,Robots,Robots aspiradores,3,3,3,0,0,0
3339,8025,Fondue ele´ctrica Fun GourmetFondue Advance,PAE Cocina,Fun Cooking,Fondues,2880,2880,2880,0,0,3360
3341,5160,Mopas para Congas 1290 Gyro/1390 Smartgyro/1490 Impulse/1590 Active,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2351,2351,2351,0,0,0
3342,5078,Kit 10 paños conga winrobot 870,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,11,11,11,0,0,0
3346,3078,Recipiente de aceite CleanFry 3000 ProFilter,PAE Cocina,Freidoras,Freidoras con aceite,2,2,2,0,0,0
3347,5064,Mopa para accesorio wet (conga y conga slim),Aspiración y Limpieza,Aspiradores trineo,Aspiradores Wet&Dry,10,10,10,0,0,0
3348,4320,Pack completo de boquillas para irrigadores Bamba ToothCare 1200 Jet Pro (Consumible),Pack,Pack,Pack,804,804,804,0,0,0
3349,5167,Mopas para congas serie 3090,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,4175,4175,4175,0,0,0
3351,5726,Robot aspirador Conga 2290 Ultra Home X,Aspiración y Limpieza,Robots,Robots aspiradores,1,0,0,0,0,0
3352,1651,Cafetera espresso Cafelizzia 790 Black,PAE Cocina,Cafeteras,Cafeteras express,3536,3521,3521,0,0,0
3360,5811,ReadyWarm 9890 Crystal Towel OldGold,Cuidado del aire,Calefacción,Toalleros eléctricos,371,367,367,0,0,0
3363,1686,Microondas 20l Grandheat 3060 Mirror,PAE Cocina,Microondas,Microondas solo,1,1,1,0,0,0
3369,2726,Frigorífico Bolero CoolMarket Combi 322 Glass Grey D,GAE,Frigoríficos,Frigoríficos combi,72,72,72,0,0,144
3370,2315,Lavadora Bolero DressCode 7000,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1,1,1,0,0,0
3373,2517,Lavadora Bolero DressCode 121000 A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,306,306,306,0,0,0
3374,2360,Lavavajillas Bolero Aguazero 6000 Silver,GAE,Lavavajillas,Lavavajillas 60 CM,26,26,26,0,0,0
3379,7307,Bongo Serie Z+ Off Road,Movilidad,Patinetes eléctricos,Patinetes eléctricos,5,4,4,0,0,0
3380,2578,TV Cecotec A Series ALU00055S,Gama Marrón,Televisores,Televisores LED,191,191,191,0,0,0
3381,2582,TV Cecotec A1 series ALU10055S,Gama Marrón,Televisores,Televisores LED,4,4,4,0,0,0
3387,5068,Aspirador trineo Conga eco extreme 3000,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1,1,1,0,0,0
3388,4217,Cortapelos profesional Bamba PrecisionCare ProClipper Titanium,Cuidado personal,Cortapelos,Cortapelos con cable,1769,1745,1745,0,0,0
3389,7455,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 90x200cm.Multicapa,Descanso,Descanso,Descanso,66,66,66,0,0,54
3390,7463,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 150x200cm.Multicapa,Descanso,Descanso,Descanso,51,51,51,0,0,0
3391,7464,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 160x190cm.Multicapa,Descanso,Descanso,Descanso,34,34,34,0,0,32
3392,7484,Colchón Flow 6900 Hybrid 160x200,Descanso,Descanso,Descanso,13,13,13,0,0,10
3394,7735,Colchón Flow Original 90x200,Descanso,Descanso,Descanso,14,14,14,0,0,3
3395,7740,Colchón Flow Hybrid 90x190,Descanso,Descanso,Descanso,31,31,31,0,0,0
3396,7743,Colchón Flow Hybrid 135x190,Descanso,Descanso,Descanso,22,22,22,0,0,0
3397,7744,Colchón Flow Hybrid 150x190,Descanso,Descanso,Descanso,24,24,24,0,0,0
3398,7746,Colchón Flow Two 90x190,Descanso,Descanso,Descanso,53,53,53,0,0,0
3399,7749,Colchón Flow Two 135x190,Descanso,Descanso,Descanso,8,8,8,0,0,0
3400,7750,Colchón Flow Two 150x190,Descanso,Descanso,Descanso,16,16,16,0,0,0
3401,7752,Colchón Flow Genuine 90x190,Descanso,Descanso,Descanso,42,42,42,0,0,0
3402,7756,Colchón Flow Genuine 150x190,Descanso,Descanso,Descanso,16,16,16,0,0,0
3404,2279,My master frutti,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,13,13,13,0,0,0
3407,5744,Aspirador de sólidos y líquidos Conga Wet&Dry,Aspiración y Limpieza,Aspiradores trineo,Aspiradores Wet&Dry,24,24,24,0,0,0
3468,4327,Secador de viaje básico Bamba IoniCare Power&Go (Exclusivo Consum),Cuidado personal,Secadores de pelo,Secadores de pelo DC,97,-47,-47,0,0,0
3469,2363,BOLERO AGUAZERO 1006 COMPACT,GAE,Lavavajillas,Lavavajillas 45 CM,2,2,2,0,0,0
3472,4071,Pack de 2 rollos 20 x 600,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2805,2801,2801,0,0,0
3473,5559,Aspirador de trineo Conga PopStar 4000 Ultimate Animal,Aspiración y Limpieza,Aspiradores trineo,Aspiradores trineo sin bolsa,8,8,8,0,0,0
3474,7467,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 180x200cm.Multicapa,Descanso,Descanso,Descanso,37,37,37,0,0,32
3475,6676,Colchón Flow PureVital 1900 105x200,Descanso,Descanso,Descanso,3,3,3,0,0,9
3476,1505,Cafetera Megautomática Power Matic-ccino 7000 Serie Nera,PAE Cocina,Cafeteras,Cafeteras superautomáticas,1,-2,-2,0,0,0
3477,1588,Cafetera express Cumbia Power Espresso 20 Barista Aromax,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2,2,2,0,0,0
3480,5609,Deshumidificador BigDry 9000 Professional Black,Cuidado del aire,Tratamiento del aire,Deshumidificadores,15,15,15,0,0,0
3481,1003,Set 4 cuchillos santoku con recubrimiento ceramico,Menaje,Cuchillos,Cuchillos,3101,3101,3101,0,0,0
3482,1096,Cazo Polka Fantasy 16 Pot Golden,Menaje,Sartenes y Ollas,Ollas y cazos,875,875,875,0,0,318
3483,1101,Olla Polka Fantasy 24 Pot Golden,Menaje,Sartenes y Ollas,Ollas y cazos,692,692,692,0,0,318
3484,1102,Olla Polka Fantasy 28 Pot Golden,Menaje,Sartenes y Ollas,Ollas y cazos,976,976,976,0,0,318
3485,1121,Grill Polka Fantasy 28 Grill Golden,Menaje,Sartenes y Ollas,Grills,804,804,804,0,0,318
3486,1126,Olla Polka Fantasy 24 Pot Silver,Menaje,Sartenes y Ollas,Ollas y cazos,901,901,901,0,0,318
3487,1127,Olla Polka Fantasy 28 Pot Silver,Menaje,Sartenes y Ollas,Ollas y cazos,819,819,819,0,0,318
3488,1281,Sartén Polka Fantasy 24 Bucket Golden,Menaje,Sartenes y Ollas,Sartenes,978,978,978,0,0,318
3489,1465,Set de Sartenes Polka Fantasy 20-24-28 Bucket Set Silver,Menaje,Sartenes y Ollas,Set de sartenes,818,818,818,0,0,816
3490,1468,Set de Sartenes Polka Fantasy 20-24-28 Bucket Set Golden,Menaje,Sartenes y Ollas,Set de sartenes,898,898,898,0,0,816
3492,3455,Plancha de pelo de infrarrojos Bamba RitualCare iSphere,Cuidado personal,Planchas de pelo,Planchas de pelo estrechas con cable,2860,2860,2860,0,0,0
3493,3456,Plancha de pelo de placas anchas Bamba RitualCare Sphere Max,Cuidado personal,Planchas de pelo,Planchas de pelo anchas con cable,2580,2580,2580,0,0,0
3506,4983,Freidora de aire Cecofry Neon 5000,PAE Cocina,Freidoras,Freidoras sin aceite,1366,1366,1366,0,0,0
3507,5321,Placa radiante de mica Ready Warm 3000 Now,Cuidado del aire,Calefacción,Placa radiante,47,47,47,0,0,0
3508,5322,Placa radiante de mica Ready Warm 3100 Smart Now,Cuidado del aire,Calefacción,Placa radiante,19,19,19,0,0,0
3509,5361,Calefactor exterior infrarrojo Ready Warm 8500 Power Aluminium,Cuidado del aire,Calefacción,Calefactores de exterior,1,1,1,0,0,0
3510,5367,Chimenea electrica decorativa de pared Ready Warm 3500 Curved Flames,Cuidado del aire,Calefacción,Chimeneas,4,-8,-8,0,0,0
3511,5378,Calefactor cerámico Ready Warm 6600 Ceramic Style Smart,Cuidado del aire,Calefacción,Calefactores cerámicos de sobremesa,15,3,3,0,0,0
3512,5832,Ready Warm 2700 Design Flames White,Cuidado del aire,Calefacción,Chimeneas,35,29,29,0,0,0
3513,5892,ReadyWarm 800 Thermal Black,Cuidado del aire,Calefacción,Emisores térmicos,415,415,415,0,0,0
3514,5894,ReadyWarm 1800 Thermal Black,Cuidado del aire,Calefacción,Emisores térmicos,25,19,19,0,0,0
3515,5720,Hidrolimpiadora HydroBoost 2500 Home&Car,Aspiración y Limpieza,Hidrolimpiadoras,Hidrolimpiadoras a presión,72,72,72,0,0,0
3530,6631,Colchón Flow HybridLuxe Fresh 6900 90x200,Descanso,Descanso,Descanso,46,37,37,0,0,0
3531,7485,Colchón Flow 6900 Hybrid 180x200,Descanso,Descanso,Descanso,9,3,3,0,0,4
3532,7497,Colchón Flow Original 180x200,Descanso,Descanso,Descanso,1,1,1,0,0,0
3534,7710,Colchón Flow 6900 Hybrid 90x190,Descanso,Descanso,Descanso,13,13,13,0,0,0
3535,7733,Colchón Flow One 150x200,Descanso,Descanso,Descanso,2,2,2,0,0,0
3536,7739,Colchón Flow Original 150x200,Descanso,Descanso,Descanso,22,13,13,0,0,0
3537,7741,Colchón Flow Hybrid 90x200,Descanso,Descanso,Descanso,14,14,14,0,0,0
3538,7745,Colchón Flow Hybrid 150x200,Descanso,Descanso,Descanso,18,13,13,0,0,0
3539,7747,Colchón Flow Two 90x200,Descanso,Descanso,Descanso,18,18,18,0,0,2
3540,7754,Colchón Flow Genuine 105X190,Descanso,Descanso,Descanso,25,15,15,0,0,0
3542,7490,Colchón Flow 7900 Hybrid 180x200,Descanso,Descanso,Descanso,19,18,18,0,0,17
3545,8068,Robot aspirador Conga 7590 Infinity Home X-Treme,Aspiración y Limpieza,Robots,Robots aspiradores,5864,5864,5864,0,0,0
3546,2450,Placa inducción Bolero Squad I 2001,GAE,Placas de inducción,Placa de inducción portátil,654,654,654,0,0,444
3549,7494,Colchón Flow One 160x200,Descanso,Descanso,Descanso,2,2,2,0,0,0
3550,3092,Plancha de cocina Tasty&Grill 2000 Bamboo LineStone,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,13,8,8,0,0,0
3551,1129,Grill Polka Fantasy 28 Grill Silver,Menaje,Sartenes y Ollas,Grills,726,726,726,0,0,318
3555,2332,Lavadora Bolero DressCode 10200 Inverter,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,4,4,4,0,0,0
